ID,YEAR,DEPARTMENT_DESCR,COLLEGE_DESCR,FTPT,FirstTerm_CreditHours,FirstTerm_GPA,OneYear retention,TwoYear retention
0248901,2016,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,15,3.233,1,1
9240505,2018,Business Dean,College of Business,FT,13,3.377,1,
4444496,2019,Department of Statistics,College of Arts & Sciences,FT,16,3.55,1,
7143926,2019,LBJFF School of Education,College of Arts & Sciences,FT,15,3.547,1,1
4249327,2016,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,16,3.35,1,1
9544959,2019,Dept of Psychology,College of Arts & Sciences,FT,9,3,,
1640563,2018,Disaster Sci & Emergency Serv,College of Health & Human Sci,FT,15,4,1,1
2444955,2019,Dept of Finance,College of Business,FT,17,3.682,,
5447793,2021,Department of Biology,College of Arts & Sciences,FT,15,1.053,,
6147868,2017,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,15,3.06,1,1
5540088,2017,Department of Biology,College of Arts & Sciences,FT,15,4,1,1
3441251,2017,Department of Biology,College of Arts & Sciences,FT,17,3.965,1,
0847825,2017,"Chem, Biomol & Corr Engin",College of Engr & Polymer Sci,FT,10,2.01,,
2349199,2017,School of Nursing,College of Health & Human Sci,PT,5,2.6,,
7845272,2021,Engineering & Science Tech,College of Engr & Polymer Sci,FT,16,3.613,,
7344964,2021,Business Dean,College of Business,FT,11,2.809,,
0048297,2021,Social Work,College of Health & Human Sci,FT,6,0,,
6445319,2021,School of Nursing,College of Health & Human Sci,FT,4,0,,
5948472,2017,Engineering & Polymer Sci Dean,College of Engr & Polymer Sci,FT,13,2.462,,
2941916,2017,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,16,0.838,,
2740181,2017,Dept of Psychology,College of Arts & Sciences,FT,15,1.667,,
0849306,2016,Dept of Management,College of Business,FT,5,2.94,1,1
4648933,2017,Dept of Psychology,College of Arts & Sciences,FT,14,4,1,1
0442663,2019,School of Allied Health,College of Health & Human Sci,FT,9,0,,
0745015,2019,Dept of Marketing,College of Business,FT,13,3.215,,
6438055,2016,Dept of English,College of Arts & Sciences,FT,12,1.2,,
9445314,2021,LBJFF School of Education,College of Arts & Sciences,FT,14,3.564,,
8847840,2016,"Chem, Biomol & Corr Engin",College of Engr & Polymer Sci,FT,10,0.4,,
2549353,2016,Early College High School,The University of Akron,FT,16,2.656,1,1
6342109,2017,LBJFF School of Education,College of Arts & Sciences,FT,13,3.746,,
4447770,2016,Department of Biology,College of Arts & Sciences,FT,15,3.86,1,1
3238790,2016,Dept of Biomedical Engineering,College of Engr & Polymer Sci,FT,14,3.914,1,1
3943210,2017,Disaster Sci & Emergency Serv,College of Health & Human Sci,FT,10,2.99,1,
8743248,2018,"Chem, Biomol & Corr Engin",College of Engr & Polymer Sci,FT,2,0,,
2341698,2018,Health & Human Sciences Dean,College of Health & Human Sci,FT,12,2.45,1,
2238801,2016,Department of Biology,College of Arts & Sciences,FT,18,3.95,1,
8238716,2016,"Chem, Biomol & Corr Engin",College of Engr & Polymer Sci,FT,18,4,1,1
4538969,2016,School of Nursing,College of Health & Human Sci,FT,18,3.117,,
4849339,2018,LBJFF School of Education,College of Arts & Sciences,FT,14,2.564,1,1
7927188,2016,Early College High School,The University of Akron,FT,9,3.767,1,1
1744849,2019,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,16,1.45,1,1
5044922,2019,Department of Statistics,College of Arts & Sciences,FT,16,3.388,1,1
8049727,2018,School of Nursing,College of Health & Human Sci,FT,15,3.513,1,1
8841904,2019,School of Nursing,College of Health & Human Sci,FT,14,3.564,1,1
1849660,2017,Dept of Psychology,College of Arts & Sciences,FT,17,3.341,1,
3340193,2017,Dept of Marketing,College of Business,FT,13,3.238,1,1
6248277,2016,Dept of Psychology,College of Arts & Sciences,FT,13,3.338,1,1
0441178,2018,School of Nursing,College of Health & Human Sci,FT,15,3.92,1,1
2843250,2019,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,14,3.671,1,1
7440514,2018,Dept of Biomedical Engineering,College of Engr & Polymer Sci,FT,17,3.518,1,1
7847678,2016,Dept of Biomedical Engineering,College of Engr & Polymer Sci,FT,2,4,1,
1938058,2016,School of Allied Health,College of Health & Human Sci,FT,14,3.657,1,
5747793,2016,Business Dean,College of Business,FT,17,1.729,1,
5342890,2019,Business Dean,College of Business,FT,12,1.742,1,
2149416,2017,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,14,3.193,1,1
6349713,2018,Dept of Computer Science,College of Engr & Polymer Sci,FT,17,2.2,1,1
5238588,2016,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,15,1.267,1,1
3748970,2019,"Chem, Biomol & Corr Engin",College of Engr & Polymer Sci,FT,10,0.97,1,1
1839228,2016,"Chem, Biomol & Corr Engin",College of Engr & Polymer Sci,FT,14,3.657,1,1
6848440,2016,School of Nursing,College of Health & Human Sci,FT,11,3.282,1,1
9748593,2017,Business Dean,College of Business,FT,11,3.1,1,1
7841694,2017,Early College High School,The University of Akron,FT,0,0,1,
2449334,2018,Speech-Lang Path & Audiology,College of Health & Human Sci,FT,2,3.7,1,
3548234,2016,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,17,3.041,1,1
9442403,2018,Dept of Computer Science,College of Engr & Polymer Sci,FT,15,2.033,1,1
5744955,2019,Engineering & Science Tech,College of Engr & Polymer Sci,FT,10,1.71,,
5548352,2017,Dept of Civil Engineering,College of Engr & Polymer Sci,FT,17,3.6,1,1
2445474,2021,Dept of Marketing,College of Business,FT,14,3.364,,
7344000,2018,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,14,4,1,1
0644426,2019,Dept of Finance,College of Business,FT,16,3.713,1,1
7945366,2021,Department of Biology,College of Arts & Sciences,FT,14,3.686,,
9941906,2018,Dept of Biomedical Engineering,College of Engr & Polymer Sci,FT,11,3.645,1,1
2445343,2021,Department of Biology,College of Arts & Sciences,FT,12,1.925,,
7441020,2017,School of Nursing,College of Health & Human Sci,FT,13,3.654,1,1
6127240,2016,"Chem, Biomol & Corr Engin",College of Engr & Polymer Sci,FT,16,3.375,1,1
7641132,2019,Dept of Psychology,College of Arts & Sciences,FT,9,2.756,1,1
1844387,2019,LBJFF School of Education,College of Arts & Sciences,FT,15,1.993,1,1
7749678,2018,Arts & Sciences Dean,College of Arts & Sciences,PT,4,4,1,1
3538755,2016,Dept of Computer Science,College of Engr & Polymer Sci,FT,12,2.925,1,1
2839041,2016,Speech-Lang Path & Audiology,College of Health & Human Sci,FT,12,3.092,1,1
9338841,2016,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,9,3.022,1,1
0838845,2016,School of Communication,College of Arts & Sciences,FT,3,3.3,1,
0537751,2017,Department of Biology,College of Arts & Sciences,FT,12,3.367,,
0041695,2017,Department of Biology,College of Arts & Sciences,FT,16,1.669,1,1
5544882,2021,Dept of Criminal Justice Stu,College of Arts & Sciences,FT,14,0,,
4745336,2021,Dept of History,College of Arts & Sciences,FT,15,3.88,,
9945323,2021,Department of Biology,College of Arts & Sciences,FT,12,3.708,,
4445014,2021,Accountancy,College of Business,FT,16,3.513,,
6747835,2016,Dept of Biomedical Engineering,College of Engr & Polymer Sci,FT,17,3.494,1,1
6248887,2016,Dept of Civil Engineering,College of Engr & Polymer Sci,FT,16,4,1,1
8444845,2019,Department of Biology,College of Arts & Sciences,FT,10,3.79,1,1
7739005,2016,Dept of Computer Science,College of Engr & Polymer Sci,FT,11,3.009,1,1
6645130,2020,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,14,0.286,,
6448882,2016,"Chem, Biomol & Corr Engin",College of Engr & Polymer Sci,FT,17,4,1,1
3444423,2019,Department of Biology,College of Arts & Sciences,FT,14,3.721,1,
2740812,2018,Dept of Marketing,College of Business,FT,16,3.438,1,1
3739237,2016,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,15,3.953,1,1
4247825,2016,"Chem, Biomol & Corr Engin",College of Engr & Polymer Sci,FT,14,3.607,1,1
7849548,2017,Engineering & Science Tech,College of Engr & Polymer Sci,PT,6,4,1,1
7444433,2019,"Chem, Biomol & Corr Engin",College of Engr & Polymer Sci,FT,13,2.323,1,1
5048894,2016,Department of Biology,College of Arts & Sciences,FT,15,3.86,,
7147771,2016,School of Nursing,College of Health & Human Sci,FT,8,1.388,,
4439136,2016,School of Nursing,College of Health & Human Sci,FT,16,3.281,1,1
2527273,2016,Early College High School,The University of Akron,FT,5,0.6,1,
7438083,2016,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,13,2.654,1,1
8742198,2019,Department of Biology,College of Arts & Sciences,FT,15,2.593,,
9144829,2019,"Chem, Biomol & Corr Engin",College of Engr & Polymer Sci,FT,14,3.386,1,1
6941913,2019,School of Nursing,College of Health & Human Sci,FT,14,3.379,1,1
5842206,2019,Dept of Criminal Justice Stu,College of Arts & Sciences,FT,16,3.869,1,
2941963,2018,Dept of Criminal Justice Stu,College of Arts & Sciences,FT,11,2.673,1,1
3348846,2016,Dept of Civil Engineering,College of Engr & Polymer Sci,FT,10,3.18,1,1
7740198,2017,LBJFF School of Education,College of Arts & Sciences,FT,15,3.393,,1
8647580,2016,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,15,3.42,1,1
6849600,2018,School of Nursing,College of Health & Human Sci,FT,15,2.967,1,1
4344957,2019,School of Nursing,College of Health & Human Sci,FT,16,3.681,1,1
5248831,2016,School of Music,College of Arts & Sciences,FT,16,3.394,1,1
0144001,2018,Business Dean,College of Business,FT,12,3.575,1,
8440807,2018,Dept of Biomedical Engineering,College of Engr & Polymer Sci,FT,17,3.312,1,1
8647869,2017,Accountancy,College of Business,FT,15,3.94,1,1
0543952,2018,Department of Biology,College of Arts & Sciences,FT,16,3.825,1,1
3149354,2018,Dept of Marketing,College of Business,FT,15,3.86,1,1
0944938,2019,Dept of Criminal Justice Stu,College of Arts & Sciences,FT,15,3.54,1,1
9345004,2019,Disaster Sci & Emergency Serv,College of Health & Human Sci,FT,3,0,1,1
0227256,2016,Dept of Modern Languages,College of Arts & Sciences,FT,14,4,,
9045073,2021,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,14,3.414,,
5842499,2018,Health & Human Sciences Dean,College of Health & Human Sci,FT,12,3.15,1,1
6745254,2021,Dept of Civil Engineering,College of Engr & Polymer Sci,FT,16,3.125,,
3143936,2018,Dept of Civil Engineering,College of Engr & Polymer Sci,FT,5,3.14,1,1
9345366,2021,Dept of Psychology,College of Arts & Sciences,FT,12,3.25,,
0148575,2017,School of Nursing,College of Health & Human Sci,FT,15,3.7,1,1
8240725,2018,Dept of Management,College of Business,FT,11,3.645,1,1
4740747,2018,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,14,3.15,1,1
8227218,2016,School of Nursing,College of Health & Human Sci,FT,12,3.183,1,1
2038285,2016,Business Dean,College of Business,FT,13,0.308,,
1542586,2019,Dept of Criminal Justice Stu,College of Arts & Sciences,FT,12,2.925,1,1
0845324,2021,Dept of Marketing,College of Business,FT,16,3.925,,
4148555,2017,Accountancy,College of Business,FT,16,3.813,1,1
1826007,2017,Early College High School,The University of Akron,FT,12,3.075,1,
6043250,2018,Dept of Criminal Justice Stu,College of Arts & Sciences,FT,0,0,,
2149665,2018,Dept of Criminal Justice Stu,College of Arts & Sciences,FT,12,2.625,,
7249511,2017,Dept of Economics,College of Business,FT,16,3.569,1,1
4149351,2018,Arts & Sciences Dean,College of Arts & Sciences,FT,15,4,,
4548561,2017,Dept of Psychology,College of Arts & Sciences,FT,14,3.486,1,1
5044978,2019,Arts & Sciences Dean,College of Arts & Sciences,FT,14,3.871,1,1
0044158,2019,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,14,3.343,1,1
0745038,2020,Dept of Economics,College of Business,FT,13,2,1,
2827245,2016,Electrical & Computer Engr,College of Engr & Polymer Sci,PT,6,3,1,1
2041706,2017,Early College High School,The University of Akron,FT,5,2,1,1
0943147,2018,Myers School of Art,College of Arts & Sciences,FT,13,3.538,1,1
8145039,2020,Dept of Computer Science,College of Engr & Polymer Sci,FT,2,2.7,,
0040107,2017,,The University of Akron,FT,20,3.01,1,1
9245162,2020,Dept of Criminal Justice Stu,College of Arts & Sciences,FT,6,2.15,1,
6845158,2020,School of Communication,College of Arts & Sciences,FT,13,3.323,1,
0340420,2018,Dept of Geosciences,College of Arts & Sciences,FT,14,2.8,1,1
1440959,2017,Dept of Political Science,College of Arts & Sciences,FT,15,2.513,,
1145152,2020,Dept of Chemistry,College of Arts & Sciences,FT,9,2.667,1,
5842588,2019,Health & Human Sciences Dean,College of Health & Human Sci,FT,13,2.462,1,1
9045329,2021,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,8,3.513,,
1744346,2019,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,14,3.686,1,1
9244134,2019,School of Nursing,College of Health & Human Sci,FT,12,2.283,1,1
5345063,2020,Dept of Psychology,College of Arts & Sciences,FT,12,2.867,1,
8444365,2019,LBJFF School of Education,College of Arts & Sciences,FT,16,3.813,1,1
0845121,2020,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,16,3.638,1,
3445134,2020,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,11,2.964,1,
1241894,2017,School of Music,College of Arts & Sciences,FT,18,3.589,1,1
5548819,2018,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,14,2.95,1,1
1541133,2020,School of Communication,College of Arts & Sciences,FT,14,3.314,,
7327236,2016,Early College High School,The University of Akron,FT,9,2.478,1,1
7441916,2019,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,14,2.371,1,1
8245234,2021,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,13,3.208,,
3348584,2017,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,14,2.979,1,1
3845415,2021,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,15,2.76,,
9142199,2018,Engineering & Polymer Sci Dean,College of Engr & Polymer Sci,FT,14,3.479,1,1
2849471,2017,Dept of Biomedical Engineering,College of Engr & Polymer Sci,FT,16,4,1,1
4845202,2020,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,6,3.65,1,
1640728,2018,"Chem, Biomol & Corr Engin",College of Engr & Polymer Sci,FT,14,3.871,1,1
3443176,2018,Dept of Chemistry,College of Arts & Sciences,FT,17,3.476,1,1
6343204,2021,School of Allied Health,College of Health & Human Sci,FT,7,2.871,,
2937827,2016,School of Nursing,College of Health & Human Sci,FT,13,3.092,1,1
4441916,2019,Business Dean,College of Business,FT,12,2.742,1,1
7545022,2019,,The University of Akron,FT,5,3.46,1,
3343913,2019,Department of Biology,College of Arts & Sciences,FT,14,3.521,1,1
2842508,2018,Department of Biology,College of Arts & Sciences,FT,15,2.313,1,1
7245037,2020,Engineering & Science Tech,College of Engr & Polymer Sci,FT,11,3.073,1,
7445232,2021,"Chem, Biomol & Corr Engin",College of Engr & Polymer Sci,FT,13,3.023,,
2827217,2016,School of Nursing,College of Health & Human Sci,FT,12,3.6,1,1
5444975,2019,Disaster Sci & Emergency Serv,College of Health & Human Sci,FT,4,3,1,1
1943525,2018,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,15,3.267,1,1
2345025,2020,Accountancy,College of Business,FT,12,3.525,1,
4544016,2019,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,13,2.831,1,1
8742504,2018,Accountancy,College of Business,FT,15,3.18,1,1
3338415,2016,Dept of Computer Science,College of Engr & Polymer Sci,FT,15,3.94,,
8837801,2016,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,13,3.308,1,1
3542603,2019,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,6,3.65,1,
1826900,2016,Business Dean,College of Business,FT,17,3.824,1,1
2443335,2018,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,8,1.888,,
7048961,2018,Dept of Computer Science,College of Engr & Polymer Sci,FT,13,4,,
7337729,2016,School of Music,College of Arts & Sciences,FT,18,3.244,1,1
8041069,2018,Disaster Sci & Emergency Serv,College of Health & Human Sci,FT,13,2.931,,
7627259,2016,Engineering & Polymer Sci Dean,College of Engr & Polymer Sci,FT,16,2.081,1,1
4244536,2020,Accountancy,College of Business,FT,13,4,1,
4943256,2018,School of Nursing,College of Health & Human Sci,FT,16,3.756,1,1
4242513,2019,Dept of Marketing,College of Business,FT,13,3.215,1,1
4343015,2019,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,13,2.254,1,1
7148548,2017,Engineering & Polymer Sci Dean,College of Engr & Polymer Sci,FT,8,2.325,1,1
1544490,2019,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,11,3.282,1,1
8643173,2018,"Chem, Biomol & Corr Engin",College of Engr & Polymer Sci,FT,11,3.536,1,1
4145062,2020,Dept of Mechanical Engineering,College of Engr & Polymer Sci,PT,8,3.25,,
3248930,2017,Department of Biology,College of Arts & Sciences,FT,12,1.242,,
9849628,2017,Department of Biology,College of Arts & Sciences,FT,11,1.591,,
3041010,2017,School of Nursing,College of Health & Human Sci,FT,15,3.047,,
9240390,2018,Department of Biology,College of Arts & Sciences,FT,10,2.39,1,1
1538080,2016,Business Dean,College of Business,FT,14,2.993,1,1
2541978,2019,"Chem, Biomol & Corr Engin",College of Engr & Polymer Sci,FT,14,3.364,1,1
1044989,2019,"Chem, Biomol & Corr Engin",College of Engr & Polymer Sci,FT,14,3.193,1,1
6042200,2018,Dept of Civil Engineering,College of Engr & Polymer Sci,FT,11,3.564,1,1
5945202,2020,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,0,0,,
